"","state_county","trump","biden","others"
"3441","pennsylvania,cameron",1771,634,35
"3442","pennsylvania,carbon",21984,11212,433
"3443","pennsylvania,centre",36372,40055,1066
"3444","pennsylvania,chester",128565,182372,4816
"3445","pennsylvania,clarion",14578,4678,237
"3446","pennsylvania,clearfield",29203,9673,620
"3447","pennsylvania,clinton",11902,5502,249
"3448","pennsylvania,columbia",20098,10532,541
"3449","pennsylvania,crawford",28559,12924,521
"3450","pennsylvania,cumberland",77212,62245,2450
"3451","pennsylvania,dauphin",66408,78983,1977
"3452","pennsylvania,delaware",118532,206423,4051
"3453","pennsylvania,elk",12140,4522,282
"3454","pennsylvania,erie",66869,68286,1928
"3455","pennsylvania,fayette",41227,20444,468
"3456","pennsylvania,forest",1882,728,44
"3457","pennsylvania,franklin",57245,22422,1116
"3458","pennsylvania,fulton",6824,1085,68
"3459","pennsylvania,greene",12579,4911,179
"3460","pennsylvania,huntingdon",17061,5445,286
"3461","pennsylvania,indiana",28089,12634,475
"3462","pennsylvania,jefferson",17960,4527,375
"3463","pennsylvania,juniata",9649,2253,157
"3464","pennsylvania,lackawanna",52334,61991,1085
"3465","pennsylvania,lancaster",160209,115847,5319
"3466","pennsylvania,lawrence",29597,15978,501
"3467","pennsylvania,lebanon",46731,23932,1195
"3468","pennsylvania,lehigh",84259,98288,2166
"3469","pennsylvania,luzerne",86929,64873,1519
"3470","pennsylvania,lycoming",41462,16971,877
"3471","pennsylvania,mckean",14083,5098,285
"3472","pennsylvania,mercer",36143,21067,907
"3473","pennsylvania,mifflin",16670,4603,229
"3474","pennsylvania,monroe",38726,44060,1043
"3475","pennsylvania,montgomery",185460,319511,5186
"3476","pennsylvania,montour",5844,3771,202
"3477","pennsylvania,northampton",83854,85087,2458
"3478","pennsylvania,northumberland",28952,12677,654
"3479","pennsylvania,perry",18293,5950,461
"3480","pennsylvania,philadelphia",132740,603790,4847
"3481","pennsylvania,pike",19213,13019,322
"3482","pennsylvania,potter",7239,1726,99
"3483","pennsylvania,schuylkill",48871,20727,1005
"3484","pennsylvania,snyder",13983,4910,288
"3485","pennsylvania,somerset",31466,8654,423
"3486","pennsylvania,sullivan",2619,921,55
"3487","pennsylvania,susquehanna",15207,6236,370
"3488","pennsylvania,tioga",15742,4955,378
"3489","pennsylvania,union",12356,7475,361
"3490","pennsylvania,venango",18569,7585,374
"3491","pennsylvania,warren",14237,6066,347
"3492","pennsylvania,washington",72080,45088,1583
"3493","pennsylvania,wayne",18637,9191,318
"3494","pennsylvania,westmoreland",130218,72129,2836
"3495","pennsylvania,wyoming",9936,4704,218
"3496","pennsylvania,york",146733,88114,4301
"3497","rhode-island,barrington",2889,7713,230
"3498","rhode-island,bristol",4595,6813,249
"3499","rhode-island,burrillville",4906,3434,198
"3500","rhode-island,central falls",1113,3073,86
"3501","rhode-island,charlestown",2198,2909,113
"3502","rhode-island,coventry",10461,9123,420
"3503","rhode-island,cranston",17313,23039,701
"3504","rhode-island,cumberland",8418,10869,391
"3505","rhode-island,east greenwich",3227,5218,202
"3506","rhode-island,east providence",7930,14735,488
"3507","rhode-island,exeter",2009,1974,99
"3508","rhode-island,foster",1582,1224,59
"3509","rhode-island,glocester",3351,2638,124
"3510","rhode-island,hopkinton",2423,2298,125
"3511","rhode-island,jamestown",1212,2795,77
"3512","rhode-island,johnston",8222,6838,203
"3513","rhode-island,lincoln",5779,6633,259
"3514","rhode-island,little compton",951,1524,60
"3515","rhode-island,middletown",2885,5529,194
"3516","rhode-island,narragansett",3551,5333,146
"3517","rhode-island,newport",2662,7866,184
"3518","rhode-island,new shoreham",195,748,12
"3519","rhode-island,north kingstown",6633,10534,410
"3520","rhode-island,north providence",7129,9438,284
"3521","rhode-island,north smithfield",3550,3507,149
"3522","rhode-island,pawtucket",7257,18053,478
"3523","rhode-island,portsmouth",3995,6649,273
"3524","rhode-island,providence",10186,45941,1040
"3525","rhode-island,richmond",2343,2346,119
"3526","rhode-island,scituate",3806,2735,142
"3527","rhode-island,smithfield",5744,5566,218
"3528","rhode-island,south kingstown",5003,11254,431
"3529","rhode-island,tiverton",4017,5123,152
"3530","rhode-island,warren",2261,3524,141
"3531","rhode-island,warwick",19578,25845,1018
"3532","rhode-island,westerly",5463,7153,238
"3533","rhode-island,west greenwich",2242,1693,65
"3534","rhode-island,west warwick",6493,7234,274
"3535","rhode-island,woonsocket",6265,7289,284
"3536","south-carolina,abbeville",8215,4101,117
"3537","south-carolina,aiken",51589,32275,1321
"3538","south-carolina,allendale",835,2718,40
"3539","south-carolina,anderson",67565,27169,1359
"3540","south-carolina,bamberg",2417,4010,55
"3541","south-carolina,barnwell",5492,4720,109
"3542","south-carolina,beaufort",53194,43419,1222
"3543","south-carolina,berkeley",57397,45223,1838
"3544","south-carolina,calhoun",4305,3905,81
"3545","south-carolina,charleston",93297,121485,4075
"3546","south-carolina,cherokee",18043,6983,244
"3547","south-carolina,chester",8660,6941,156
"3548","south-carolina,chesterfield",11297,7431,148
"3549","south-carolina,clarendon",8361,8250,122
"3550","south-carolina,colleton",10440,8602,241
"3551","south-carolina,darlington",16832,15220,365
"3552","south-carolina,dillon",6582,6436,83
"3553","south-carolina,dorchester",41913,33824,1541
"3554","south-carolina,edgefield",8184,4953,167
"3555","south-carolina,fairfield",4625,7382,129
"3556","south-carolina,florence",32615,31153,742
"3557","south-carolina,georgetown",20487,15822,359
"3558","south-carolina,greenville",150021,103030,5104
"3559","south-carolina,greenwood",19431,12145,430
"3560","south-carolina,hampton",3906,5323,76
"3561","south-carolina,horry",118821,59180,1743
"3562","south-carolina,jasper",7078,7185,131
"3563","south-carolina,kershaw",20471,12699,459
"3564","south-carolina,lancaster",30312,18937,619
"3565","south-carolina,laurens",20004,10159,325
"3566","south-carolina,lee",3008,5329,94
"3567","south-carolina,lexington",92817,49301,2450
"3568","south-carolina,mccormick",2958,2687,52
"3569","south-carolina,marion",5711,8872,121
"3570","south-carolina,marlboro",5044,6290,112
"3571","south-carolina,newberry",11443,6958,230
"3572","south-carolina,oconee",29698,10414,556
"3573","south-carolina,orangeburg",13603,27295,307
"3574","south-carolina,pickens",42907,13645,994
"3575","south-carolina,richland",58313,132570,2939
"3576","south-carolina,saluda",6210,2963,101
"3577","south-carolina,spartanburg",93560,52926,2169
"3578","south-carolina,sumter",21000,27379,541
"3579","south-carolina,union",8183,4935,139
"3580","south-carolina,williamsburg",5532,10289,164
"3581","south-carolina,york",82727,59008,2315
"3582","south-dakota,aurora",1052,317,36
"3583","south-dakota,beadle",4808,2107,166
"3584","south-dakota,bennett",694,466,23
"3585","south-dakota,bon homme",2235,721,45
"3586","south-dakota,brookings",8000,6110,457
"3587","south-dakota,brown",10580,6538,429
"3588","south-dakota,brule",1750,673,67
"3589","south-dakota,buffalo",183,352,14
"3590","south-dakota,butte",3731,939,132
"3591","south-dakota,campbell",747,117,9
"3592","south-dakota,charles mix",2552,1177,54
"3593","south-dakota,clark",1373,437,40
"3594","south-dakota,clay",2456,3083,159
"3595","south-dakota,codington",8958,3837,366
"3596","south-dakota,corson",647,622,14
"3597","south-dakota,custer",3852,1522,120
"3598","south-dakota,davison",5613,2648,193
"3599","south-dakota,day",1869,1052,43
"3600","south-dakota,deuel",1699,609,42
"3601","south-dakota,dewey",790,1131,45
"3602","south-dakota,douglas",1468,216,23
"3603","south-dakota,edmunds",1538,417,30
"3604","south-dakota,fall river",2878,1053,111
"3605","south-dakota,faulk",964,198,20
"3606","south-dakota,grant",2618,1056,71
"3607","south-dakota,gregory",1771,455,32
"3608","south-dakota,haakon",1026,105,6
"3609","south-dakota,hamlin",2372,647,64
"3610","south-dakota,hand",1433,373,30
"3611","south-dakota,hanson",1793,557,38
"3612","south-dakota,harding",748,49,16
"3613","south-dakota,hughes",5522,2953,248
"3614","south-dakota,hutchinson",2944,762,61
"3615","south-dakota,hyde",564,136,10
"3616","south-dakota,jackson",738,359,18
"3617","south-dakota,jerauld",721,270,15
"3618","south-dakota,jones",498,90,11
"3619","south-dakota,kingsbury",1904,819,56
"3620","south-dakota,lake",3681,2068,124
"3621","south-dakota,lawrence",8753,4537,538
"3622","south-dakota,lincoln",19617,11981,798
"3623","south-dakota,lyman",1042,525,30
"3624","south-dakota,mccook",2068,769,63
"3625","south-dakota,mcpherson",1075,222,27
"3626","south-dakota,marshall",1287,858,33
"3627","south-dakota,meade",9875,3285,510
"3628","south-dakota,mellette",449,298,22
"3629","south-dakota,miner",787,320,31
"3630","south-dakota,minnehaha",49249,40482,2595
"3631","south-dakota,moody",1951,1179,76
"3632","south-dakota,pennington",35063,20606,1849
"3633","south-dakota,perkins",1401,239,29
"3634","south-dakota,potter",1139,227,14
"3635","south-dakota,roberts",2404,1828,75
"3636","south-dakota,sanborn",905,257,23
"3637","south-dakota,oglala lakota",297,2829,74
"3638","south-dakota,spink",2104,998,61
"3639","south-dakota,stanley",1203,421,28
"3640","south-dakota,sully",726,185,19
"3641","south-dakota,todd",532,1963,44
"3642","south-dakota,tripp",2161,495,40
"3643","south-dakota,turner",3290,1139,119
"3644","south-dakota,union",5944,2725,186
"3645","south-dakota,walworth",1966,565,49
"3646","south-dakota,yankton",6581,4016,303
"3647","south-dakota,ziebach",404,481,21
"3648","tennessee,anderson",23184,11741,645
"3649","tennessee,bedford",14354,4453,281
"3650","tennessee,benton",5668,1529,63
"3651","tennessee,bledsoe",4725,971,62
"3652","tennessee,blount",47369,17932,1308
"3653","tennessee,bradley",35204,9851,810
"3654","tennessee,campbell",12331,2441,161
"3655","tennessee,cannon",5190,1261,106
"3656","tennessee,carroll",9205,2559,141
"3657","tennessee,carter",19584,4529,379
"3658","tennessee,cheatham",14438,5514,308
"3659","tennessee,chester",5952,1412,220
"3660","tennessee,claiborne",10604,2202,139
"3661","tennessee,clay",2733,735,38
"3662","tennessee,cocke",12162,2533,164
"3663","tennessee,coffee",17883,5705,694
"3664","tennessee,crockett",4673,1382,59
"3665","tennessee,cumberland",25168,6728,383
"3666","tennessee,davidson",100218,199703,9737
"3667","tennessee,decatur",4229,904,108
"3668","tennessee,dekalb",6672,1750,91
"3669","tennessee,dickson",17643,6106,574
"3670","tennessee,dyer",11768,3158,153
"3671","tennessee,fayette",15690,7027,267
"3672","tennessee,fentress",7441,1214,74
"3673","tennessee,franklin",13987,4864,281
"3674","tennessee,gibson",16259,5771,305
"3675","tennessee,giles",9784,3298,121
"3676","tennessee,grainger",8565,1467,102
"3677","tennessee,greene",22259,5199,629
"3678","tennessee,grundy",4802,988,65
"3679","tennessee,hamblen",18811,5500,320
"3680","tennessee,hamilton",92108,75522,3483
"3681","tennessee,hancock",2372,362,10
"3682","tennessee,hardeman",5760,4180,123
"3683","tennessee,hardin",9559,1775,204
"3684","tennessee,hawkins",20405,4083,336
"3685","tennessee,haywood",3343,4012,84
"3686","tennessee,henderson",9797,2092,131
"3687","tennessee,henry",11239,3548,260
"3688","tennessee,hickman",7577,2130,125
"3689","tennessee,houston",2718,871,97
"3690","tennessee,humphreys",6120,2017,99
"3691","tennessee,jackson",4118,1135,70
"3692","tennessee,jefferson",18651,4654,311
"3693","tennessee,johnson",6468,1246,87
"3694","tennessee,knox",124540,91422,4594
"3695","tennessee,lake",1492,526,16
"3696","tennessee,lauderdale",5674,3193,98
"3697","tennessee,lawrence",15334,3195,189
"3698","tennessee,lewis",4474,1072,63
"3699","tennessee,lincoln",12281,2919,408
"3700","tennessee,loudon",21713,6948,686
"3701","tennessee,mcminn",18198,4361,285
"3702","tennessee,mcnairy",9093,1943,239
"3703","tennessee,macon",8096,1307,84
"3704","tennessee,madison",23943,18390,617
"3705","tennessee,marion",9911,3177,168
"3706","tennessee,marshall",11043,3605,230
"3707","tennessee,maury",31464,14418,775
"3708","tennessee,meigs",4467,1008,57
"3709","tennessee,monroe",16783,3764,250
"3710","tennessee,montgomery",42187,32472,2099
"3711","tennessee,moore",2888,573,78
"3712","tennessee,morgan",6930,1167,131
"3713","tennessee,obion",10790,2589,142
"3714","tennessee,overton",7918,2033,86
"3715","tennessee,perry",2775,615,38
"3716","tennessee,pickett",2381,525,25
"3717","tennessee,polk",6792,1492,76
"3718","tennessee,putnam",23759,9185,649
"3719","tennessee,rhea",11050,2369,218
"3720","tennessee,roane",19230,6043,644
"3721","tennessee,robertson",24536,8692,489
"3722","tennessee,rutherford",81480,59341,3057
"3723","tennessee,scott",8004,986,62
"3724","tennessee,sequatchie",5855,1298,99
"3725","tennessee,sevier",33783,8721,1031
"3726","tennessee,shelby",129815,246105,6135
"3727","tennessee,smith",7136,1802,113
"3728","tennessee,stewart",4950,1232,114
"3729","tennessee,sullivan",55860,17272,1225
"3730","tennessee,sumner",63454,27680,1496
"3731","tennessee,tipton",20070,6837,401
"3732","tennessee,trousdale",2936,1012,50
"3733","tennessee,unicoi",6599,1615,93
"3734","tennessee,union",6803,1249,71
"3735","tennessee,van buren",2342,544,35
"3736","tennessee,warren",12323,4126,245
"3737","tennessee,washington",40444,18638,1121
"3738","tennessee,wayne",5795,820,54
"3739","tennessee,weakley",10396,3020,319
"3740","tennessee,white",9606,2143,146
"3741","tennessee,williamson",86469,50161,2386
"3742","tennessee,wilson",50296,22254,1780
"3743","texas,anderson",15110,3955,162
"3744","texas,andrews",4943,850,70
"3745","texas,angelina",25076,9143,355
"3746","texas,aransas",9239,2916,135
"3747","texas,archer",4300,446,50
"3748","texas,armstrong",1035,75,2
"3749","texas,atascosa",12039,5876,203
"3750","texas,austin",11447,2951,156
"3751","texas,bailey",1434,409,17
"3752","texas,bandera",10057,2505,153
"3753","texas,bastrop",20516,15474,675
"3754","texas,baylor",1494,183,25
"3755","texas,bee",6006,3288,126
"3756","texas,bell",67893,57014,2468
"3757","texas,bexar",308618,448452,11882
"3758","texas,blanco",5443,1911,87
"3759","texas,borden",397,16,3
"3760","texas,bosque",7469,1561,96
"3761","texas,bowie",27116,10747,398
"3762","texas,brazoria",90433,62228,2323
"3763","texas,brazos",47530,35349,2182
"3764","texas,brewster",2461,2258,103
"3765","texas,briscoe",639,78,8
"3766","texas,brooks",998,1470,16
"3767","texas,brown",13698,2107,164
"3768","texas,burleson",6743,1788,78
"3769","texas,burnet",18767,5639,311
"3770","texas,caldwell",8031,6672,270
"3771","texas,calhoun",5641,2148,67
"3772","texas,callahan",6012,734,86
"3773","texas,cameron",49032,64063,1079
"3774","texas,camp",3626,1394,40
"3775","texas,carson",2779,297,46
"3776","texas,cass",11033,2795,99
"3777","texas,castro",1602,466,15
"3778","texas,chambers",17353,3997,302
"3779","texas,cherokee",15101,4210,197
"3780","texas,childress",1943,310,26
"3781","texas,clay",5069,614,58
"3782","texas,cochran",809,177,14
"3783","texas,coke",1586,178,15
"3784","texas,coleman",3641,451,32
"3785","texas,collin",252318,230945,8953
"3786","texas,collingsworth",1048,155,15
"3787","texas,colorado",7472,2420,83
"3788","texas,comal",62740,24826,1326
"3789","texas,comanche",5177,853,56
"3790","texas,concho",1058,197,13
"3791","texas,cooke",15596,3210,213
"3792","texas,coryell",15438,7565,490
"3793","texas,cottle",540,113,9
"3794","texas,crane",1247,241,15
"3795","texas,crockett",1220,344,10
"3796","texas,crosby",1396,527,30
"3797","texas,culberson",415,438,11
"3798","texas,dallam",1389,197,23
"3799","texas,dallas",307076,598576,15986
"3800","texas,dawson",2951,808,30
"3801","texas,deaf smith",3294,1264,52
"3802","texas,delta",2162,403,27
"3803","texas,denton",222480,188695,6789
"3804","texas,de witt",6567,1494,57
"3805","texas,dickens",853,130,5
"3806","texas,dimmit",1384,2264,18
"3807","texas,donley",1438,198,12
"3808","texas,duval",2443,2575,35
"3809","texas,eastland",7237,983,73
"3810","texas,ector",32697,11367,521
"3811","texas,edwards",893,168,5
"3812","texas,ellis",56717,27565,1211
"3813","texas,el paso",84331,178126,4758
"3814","texas,erath",13684,2916,255
"3815","texas,falls",4177,1899,57
"3816","texas,fannin",12171,2655,181
"3817","texas,fayette",10171,2661,111
"3818","texas,fisher",1448,352,26
"3819","texas,floyd",1584,438,17
"3820","texas,foard",445,99,7
"3821","texas,fort bend",157718,195552,4244
"3822","texas,franklin",4161,804,44
"3823","texas,freestone",6991,1635,85
"3824","texas,frio",2823,2422,34
"3825","texas,gaines",5355,576,65
"3826","texas,galveston",93911,58842,2307
"3827","texas,garza",1413,231,9
"3828","texas,gillespie",12514,3176,160
"3829","texas,glasscock",611,39,3
"3830","texas,goliad",3085,877,26
"3831","texas,gonzales",5627,1948,73
"3832","texas,gray",6840,829,113
"3833","texas,grayson",44163,14506,770
"3834","texas,gregg",32493,14796,693
"3835","texas,grimes",9432,2833,149
"3836","texas,guadalupe",47553,28805,1260
"3837","texas,hale",7177,2279,128
"3838","texas,hall",995,168,6
"3839","texas,hamilton",3616,641,93
"3840","texas,hansford",1849,166,32
"3841","texas,hardeman",1330,241,9
"3842","texas,hardin",23858,3474,303
"3843","texas,harris",700630,918193,21995
"3844","texas,harrison",21466,7908,336
"3845","texas,hartley",1868,195,15
"3846","texas,haskell",1840,353,21
"3847","texas,hays",47680,59524,2191
"3848","texas,hemphill",1486,206,28
"3849","texas,henderson",28911,7060,339
"3850","texas,hidalgo",90527,128199,2158
"3851","texas,hill",11926,2860,145
"3852","texas,hockley",6536,1482,77
"3853","texas,hood",26496,5648,397
"3854","texas,hopkins",12719,3046,176
"3855","texas,houston",7060,2314,64
"3856","texas,howard",8054,2069,128
"3857","texas,hudspeth",779,371,15
"3858","texas,hunt",29163,8906,505
"3859","texas,hutchinson",7681,965,127
"3860","texas,irion",759,120,10
"3861","texas,jack",3418,331,33
"3862","texas,jackson",5231,1033,78
"3863","texas,jasper",12542,2954,115
"3864","texas,jeff davis",784,501,20
"3865","texas,jefferson",47570,46073,1116
"3866","texas,jim hogg",833,1197,6
"3867","texas,jim wells",7453,6119,97
"3868","texas,johnson",54628,16464,992
"3869","texas,jones",5660,999,82
"3870","texas,karnes",3968,1234,50
"3871","texas,kaufman",37624,18405,674
"3872","texas,kendall",20083,6020,348
"3873","texas,kenedy",127,65,2
"3874","texas,kent",411,47,4
"3875","texas,kerr",20879,6524,342
"3876","texas,kimble",1987,284,21
"3877","texas,king",151,8,0
"3878","texas,kinney",1144,446,13
"3879","texas,kleberg",5504,5314,126
"3880","texas,knox",1180,265,11
"3881","texas,lamar",16760,4458,224
"3882","texas,lamb",3521,840,48
"3883","texas,lampasas",8086,2144,169
"3884","texas,la salle",1335,1052,19
"3885","texas,la vaca",8804,1333,60
"3886","texas,lee",6255,1750,82
"3887","texas,leon",7523,1072,79
"3888","texas,liberty",23302,5785,247
"3889","texas,limestone",6789,2213,93
"3890","texas,lipscomb",1205,131,17
"3891","texas,live oak",4199,819,36
"3892","texas,llano",10079,2465,116
"3893","texas,loving",60,4,2
"3894","texas,lubbock",78861,40017,1903
"3895","texas,lynn",1853,428,12
"3896","texas,mcculloch",2904,490,42
"3897","texas,mclennan",59543,36688,1641
"3898","texas,mcmullen",460,53,3
"3899","texas,madison",4169,1088,40
"3900","texas,marion",3470,1339,55
"3901","texas,martin",1857,288,15
"3902","texas,mason",1991,457,26
"3903","texas,matagorda",9845,3733,148
"3904","texas,maverick",6881,8332,133
"3905","texas,medina",15642,6773,240
"3906","texas,menard",823,197,8
"3907","texas,midland",45624,12329,1035
"3908","texas,milam",7984,2496,98
"3909","texas,mills",2217,271,17
"3910","texas,mitchell",2170,397,13
"3911","texas,montague",8615,1097,102
"3912","texas,montgomery",193382,74377,3705
"3913","texas,moore",4359,1062,87
"3914","texas,morris",3872,1669,46
"3915","texas,motley",604,46,2
"3916","texas,nacogdoches",17378,9000,407
"3917","texas,navarro",13800,5101,222
"3918","texas,newton",4882,1173,39
"3919","texas,nolan",4131,1162,64
"3920","texas,nueces",64617,60925,1778
"3921","texas,ochiltree",2812,302,42
"3922","texas,oldham",917,81,11
"3923","texas,orange",29186,6357,451
"3924","texas,palo pinto",10179,2178,132
"3925","texas,panola",9326,2057,68
"3926","texas,parker",62045,13017,1066
"3927","texas,parmer",2135,488,27
"3928","texas,pecos",3215,1382,77
"3929","texas,polk",18573,5387,224
"3930","texas,potter",22820,9921,645
"3931","texas,presidio",721,1463,33
"3932","texas,rains",5155,842,56
"3933","texas,randall",50796,12802,1076
"3934","texas,reagan",942,172,10
"3935","texas,real",1643,320,19
"3936","texas,red river",4517,1246,43
"3937","texas,reeves",2254,1395,40
"3938","texas,refugio",2210,1108,48
"3939","texas,roberts",529,17,4
"3940","texas,robertson",5646,2374,90
"3941","texas,rockwall",36726,16412,753
"3942","texas,runnels",3807,552,50
"3943","texas,rusk",16534,4629,233
"3944","texas,sabine",4784,669,35
"3945","texas,san augustine",3007,980,15
"3946","texas,san jacinto",10161,2337,142
"3947","texas,san patricio",16516,8988,386
"3948","texas,san saba",2308,287,7
"3949","texas,schleicher",940,211,8
"3950","texas,scurry",4983,818,69
"3951","texas,shackelford",1484,130,14
"3952","texas,shelby",7975,2068,44
"3953","texas,sherman",886,91,14
"3954","texas,smith",69080,29615,1638
"3955","texas,somervell",4105,768,74
"3956","texas,starr",8247,9123,156
"3957","texas,stephens",3385,397,18
"3958","texas,sterling",584,51,4
"3959","texas,stonewall",615,116,5
"3960","texas,sutton",1222,322,13
"3961","texas,swisher",1845,478,33
"3962","texas,tarrant",409741,411567,13389
"3963","texas,taylor",39547,14588,1000
"3964","texas,terrell",334,119,5
"3965","texas,terry",2812,757,43
"3966","texas,throckmorton",806,82,11
"3967","texas,titus",7570,2856,115
"3968","texas,tom green",32313,12239,658
"3969","texas,travis",161337,435860,13152
"3970","texas,trinity",5579,1323,36
"3971","texas,tyler",8194,1403,63
"3972","texas,upshur",15809,2877,206
"3973","texas,upton",1178,170,20
"3974","texas,uvalde",6174,4073,97
"3975","texas,val verde",8284,6771,217
"3976","texas,van zandt",22270,3516,208
"3977","texas,victoria",23358,10380,450
"3978","texas,walker",15375,7884,353
"3979","texas,waller",14260,8191,283
"3980","texas,ward",3241,764,55
"3981","texas,washington",12959,4261,207
"3982","texas,webb",25898,41820,721
"3983","texas,wharton",11926,4694,146
"3984","texas,wheeler",2159,168,10
"3985","texas,wichita",32069,13161,810
"3986","texas,wilbarger",3524,956,44
"3987","texas,willacy",2441,3108,0
"3988","texas,williamson",139729,143795,6635
"3989","texas,wilson",18463,6350,200
"3990","texas,winkler",1753,358,15
"3991","texas,wise",27032,4973,360
"3992","texas,wood",19049,3509,221
"3993","texas,yoakum",2174,420,37
"3994","texas,young",7110,1034,95
"3995","texas,zapata",2033,1826,15
"3996","texas,zavala",1490,2864,25
"3997","utah,beaver",2695,357,48
"3998","utah,box elder",21548,4473,1006
"3999","utah,cache",38032,16650,2889
"4000","utah,carbon",6693,2392,284
"4001","utah,daggett",496,111,12
"4002","utah,davis",104135,57411,8349
"4003","utah,duchesne",7513,843,202
"4004","utah,emery",4207,572,86
"4005","utah,garfield",2158,514,60
"4006","utah,grand",2248,2806,131
"4007","utah,iron",18989,4892,1009
"4008","utah,juab",5087,645,134
"4009","utah,kane",2998,1083,99
"4010","utah,millard",5404,624,132
"4011","utah,morgan",5181,1086,245
"4012","utah,piute",773,86,12
"4013","utah,rich",1157,180,26
"4014","utah,salt lake",230174,289906,21095
"4015","utah,san juan",3535,3113,230
"4016","utah,sanpete",10459,1794,378
"4017","utah,sevier",9052,1084,227
"4018","utah,summit",10252,15244,592
"4019","utah,tooele",21014,8943,1561
"4020","utah,uintah",13261,1663,383
"4021","utah,utah",192812,76033,15635
"4022","utah,wasatch",10795,6187,599
"4023","utah,washington",67294,20530,2652
"4024","utah,wayne",1229,365,27
"4025","utah,weber",65949,40695,4798
"4026","vermont,addison",379,445,46
"4027","vermont,albany",235,286,19
"4028","vermont,alburgh",499,550,30
"4029","vermont,andover",132,216,17
"4030","vermont,arlington",511,929,45
"4031","vermont,athens",84,120,10
"4032","vermont,bakersfield",272,395,29
"4033","vermont,baltimore",72,63,8
"4034","vermont,barnard",177,465,27
"4035","vermont,barnet",437,624,34
"4036","vermont,barre",1298,2380,129
"4037","vermont,barre town",2093,2512,161
"4038","vermont,barton",570,687,39
"4039","vermont,belvidere",93,79,4
"4040","vermont,bennington",2473,4369,254
"4041","vermont,benson",305,258,20
"4042","vermont,berkshire",402,284,25
"4043","vermont,berlin",520,960,54
"4044","vermont,bethel",381,728,38
"4045","vermont,bloomfield",73,55,2
"4046","vermont,bolton",218,537,23
"4047","vermont,bradford",549,893,52
"4048","vermont,braintree",260,434,23
"4049","vermont,brandon",896,1213,75
"4050","vermont,brattleboro",1053,5423,187
"4051","vermont,bridgewater",212,372,17
"4052","vermont,bridport",321,392,25
"4053","vermont,brighton",342,258,19
"4054","vermont,bristol",691,1482,72
"4055","vermont,brookfield",307,506,39
"4056","vermont,brookline",96,217,16
"4057","vermont,brownington",265,218,7
"4058","vermont,brunswick",35,27,2
"4059","vermont,burke",366,534,24
"4060","vermont,burlington",2293,19238,687
"4061","vermont,cabot",296,558,38
"4062","vermont,calais",221,886,41
"4063","vermont,cambridge",587,1521,91
"4064","vermont,canaan",241,239,18
"4065","vermont,castleton",1042,1056,63
"4066","vermont,cavendish",297,466,29
"4067","vermont,charleston",274,247,20
"4068","vermont,charlotte",511,2285,90
"4069","vermont,chelsea",284,404,35
"4070","vermont,chester",619,1089,64
"4071","vermont,chittenden",343,473,37
"4072","vermont,clarendon",782,656,31
"4073","vermont,colchester",2852,6451,291
"4074","vermont,concord",343,262,25
"4075","vermont,corinth",350,459,21
"4076","vermont,cornwall",145,663,42
"4077","vermont,coventry",294,245,29
"4078","vermont,craftsbury",190,558,26
"4079","vermont,danby",405,325,25
"4080","vermont,danville",559,855,55
"4081","vermont,derby",1280,1167,68
"4082","vermont,dorset",377,997,39
"4083","vermont,dover",296,613,39
"4084","vermont,dummerston",281,1035,41
"4085","vermont,duxbury",243,648,23
"4086","vermont,east haven",65,69,6
"4087","vermont,east montpelier",391,1315,58
"4088","vermont,eden",313,303,18
"4089","vermont,elmore",149,447,10
"4090","vermont,enosburgh",590,640,44
"4091","vermont,essex",3415,9573,426
"4092","vermont,fairfax",1229,1648,119
"4093","vermont,fairfield",474,625,41
"4094","vermont,fair haven",647,624,37
"4095","vermont,fairlee",160,442,19
"4096","vermont,fayston",150,796,25
"4097","vermont,ferrisburg",561,1202,67
"4098","vermont,fletcher",291,494,39
"4099","vermont,franklin",407,318,29
"4100","vermont,georgia",1295,1517,105
"4101","vermont,glover",239,401,26
"4102","vermont,goshen",34,90,2
"4103","vermont,grafton",129,263,13
"4104","vermont,granby",23,20,0
"4105","vermont,grand isle",538,831,40
"4106","vermont,granville",30,136,3
"4107","vermont,greensboro",106,365,20
"4108","vermont,groton",272,248,29
"4109","vermont,guildhall",90,79,5
"4110","vermont,guilford",345,975,34
"4111","vermont,halifax",193,273,26
"4112","vermont,hancock",57,102,12
"4113","vermont,hardwick",576,932,69
"4114","vermont,hartford",1574,4516,174
"4115","vermont,hartland",631,1511,56
"4116","vermont,highgate",977,698,51
"4117","vermont,hinesburg",749,2254,81
"4118","vermont,holland",210,139,9
"4119","vermont,hubbardton",191,221,15
"4120","vermont,huntington",312,1047,46
"4121","vermont,hyde park",546,1118,67
"4122","vermont,ira",130,130,2
"4123","vermont,irasburg",405,257,11
"4124","vermont,isle la motte",147,191,11
"4125","vermont,jamaica",149,406,26
"4126","vermont,jay",139,144,11
"4127","vermont,jericho",905,2657,100
"4128","vermont,johnson",528,994,67
"4129","vermont,kirby",129,190,10
"4130","vermont,landgrove",18,114,2
"4131","vermont,leicester",230,296,16
"4132","vermont,lemington",23,25,1
"4133","vermont,lincoln",211,723,25
"4134","vermont,londonderry",347,744,27
"4135","vermont,lowell",273,201,13
"4136","vermont,ludlow",473,718,46
"4137","vermont,lunenburg",366,243,24
"4138","vermont,lyndon",1136,1207,97
